feature1,feature2,label
9.089815706189379,-0.09674053054262938,-1.0
11.143768414087866,-0.42356444101151913,1.0
8.856049836889047,0.07839949050309941,-1.0
11.025659869197476,-0.013804039024484342,1.0
9.39132306877375,0.16406070470421924,-1.0
11.410316425804202,0.11735254275866808,1.0
8.710322182474703,-0.39873667830689546,-1.0
10.923547436137373,-0.09314118374041949,1.0
11.098791374558417,0.41949997985090826,1.0
8.584104836810925,0.4947031482077166,-1.0
11.247525618529414,0.25146605704567143,1.0
8.569057288377824,0.0392730375183884,-1.0
10.905330764696853,0.33460700115454745,1.0
8.877645614143711,-0.25741957704883695,-1.0
8.700776812555203,-0.1702878248659075,-1.0
8.958574752763948,-0.09581493314749442,-1.0
11.101788808688688,-0.1593549427967288,1.0
9.141865504754959,-0.1626543080673838,-1.0
8.466410177621457,0.40148869541815274,-1.0
10.97593187563202,0.000882685916430421,1.0
11.266132054643794,0.20977474211483227,1.0
9.186473131233422,-0.24592363227758499,-1.0
10.558924628302119,-0.15590864531273518,1.0
11.086546800408827,-0.14833279956109335,1.0
11.048188140000606,0.09900055920282896,1.0
10.73468333627466,-0.13423618086633163,1.0
8.421399536655937,0.07174705485503424,-1.0
8.968536271622588,-0.18581657895994205,-1.0
10.719072573559105,-0.4195130799376148,1.0
8.656794689486837,-0.31256452408565916,-1.0
9.552196864159585,0.30031036662244737,-1.0
10.749116065114526,-0.1462312974719084,1.0
10.921371326789826,-0.0505167308429528,1.0
9.291222119773701,0.05914583712177231,-1.0
8.95012727916069,-0.013470451193614386,-1.0
11.171512076733235,0.0983684749126826,1.0
9.019443526195653,-0.03849893193172084,-1.0
8.859628459151127,0.21618308274128492,-1.0
8.894504801373394,-0.005955156656158563,-1.0
8.926069286498697,0.06684702640282944,-1.0
8.987986441302768,-0.20654576495863508,-1.0
11.275567331805506,0.015193374205120437,1.0
10.819443098958017,-0.11986126035005062,1.0
8.809234703128508,0.14622163242541544,-1.0
8.571218609236162,0.1066022700766627,-1.0
9.180159865183601,0.22985103531287412,-1.0
11.016772244856623,0.12244364573397337,1.0
8.89343729005383,0.07315885300002761,-1.0
10.997892093315611,-0.12052320161468684,1.0
10.630275160695968,-0.10271270612198297,1.0
8.616187232105315,-0.36425562857809185,-1.0
8.99642205056827,0.040358571764134876,-1.0
11.188451036331204,0.3321403669263598,1.0
8.97520567458133,-0.015181879545934727,-1.0
9.141186736792513,0.4852357789092301,-1.0
10.977597440436556,0.07067369212735947,1.0
8.57234917823023,0.29210624562352555,-1.0
9.298143508777832,0.09301968081895691,-1.0
11.064975562517901,0.22032324615039536,1.0
8.818528138058456,-0.04491769698555036,-1.0
11.073075296842186,-0.03382954519941578,1.0
9.078497091923637,-0.051275117151359406,-1.0
11.111668310212995,-0.3159921694932671,1.0
11.06065646638827,0.15738268309361528,1.0
11.024525618603079,0.09970650089067336,1.0
9.043514404780653,0.18113507670894188,-1.0
8.61784422451657,0.14418398856789572,-1.0
10.910697201643195,0.015679656286365636,1.0
9.119610161052789,-0.23584453423306107,-1.0
11.31920141843053,-0.3688068612465964,1.0
8.76797004136112,-0.0006377040893896763,-1.0
11.15137902942884,-0.029592861470883237,1.0
9.037848918751187,0.007246352369344989,-1.0
9.195298899283124,-0.1188634963135991,-1.0
10.963052138399798,-0.17287305066339043,1.0
11.182191392767184,-0.09222813090281606,1.0
10.75964611757928,-0.2150817987419289,1.0
11.034423136168314,-0.17136910056021817,1.0
10.753734573489266,0.2864254137757207,1.0
8.995981178838873,-0.14229169365473282,-1.0
11.041043484434592,0.07759102024863805,1.0
11.034490644917495,0.08205187040119087,1.0
10.762454372967365,-0.029254157152342555,1.0
10.589074688639007,0.2787465622178905,1.0
8.927388437915193,0.1203269568299765,-1.0
11.00693074116055,-0.2560283950522225,1.0
10.928599889232727,-0.17468064173908968,1.0
8.651567998763356,0.16803002066182632,-1.0
8.671459324994375,-0.24919583352738905,-1.0
10.954360201866308,-0.3992662792133769,1.0
8.78899648786921,0.06311225115230434,-1.0
11.214422912602274,-0.09059355774821892,1.0
9.121518212128684,0.24623344558003885,-1.0
9.148501487115643,0.029964920614574675,-1.0
11.208889930317458,-0.05643257315263657,1.0
10.64855028313936,-0.05311522202609547,1.0
9.327884428057178,-0.021980124220849207,-1.0
8.942583897576865,0.19972273402599128,-1.0
8.715249571756454,-0.013066602881514981,-1.0
9.40989602685781,-0.3119240424007648,-1.0
9.268507664114786,0.17576650112761558,-1.0
11.450384355412101,-0.07643871045918932,1.0
8.843280677688755,-0.038424686652715506,-1.0
9.325613003488357,-0.08487575447610068,-1.0
11.28458851397696,-0.03361607682705977,1.0
9.128711468495375,-0.07364604609159198,-1.0
8.783021759802734,0.16754678113378482,-1.0
10.98973537272928,-0.08096810669127817,1.0
8.966126309968548,0.04157943356514405,-1.0
9.181896771724377,-0.2665522187672591,-1.0
11.107698159233461,-0.09464837623750394,1.0
10.645241239230227,-0.09318852098930332,1.0
11.04213949745233,0.16079705334740088,1.0
9.44343995655231,0.1697556182945722,-1.0
10.803379280468835,0.23192410724337026,1.0
10.700988876294405,0.17361083579139502,1.0
8.87243366689861,-0.2320675129170872,-1.0
8.909743451688453,0.09283920501710392,-1.0
9.3629820887887,-0.12146942442193452,-1.0
10.817326032449468,-0.11294161151007193,1.0
10.930939797808103,0.3594534949480389,1.0
10.787000717163352,-0.03894978384806349,1.0
9.059221999481105,-0.05501313563017817,-1.0
8.90933227586135,0.08778001435384941,-1.0
8.688568928982185,0.02660516453187597,-1.0
8.869430546849106,0.3249566389368903,-1.0
9.191023270116059,0.11825786299635076,-1.0
10.984475386296804,0.2113747495052005,1.0
9.143613910634873,-0.4666465770336059,-1.0
9.096431971598529,0.122629558734981,-1.0
11.183368284070031,-0.15770135940663296,1.0
9.020224521569755,0.3842285951170197,-1.0
10.817018904610695,0.2142120285396561,1.0
11.187048996803293,0.05391431817717436,1.0
10.75461922707949,-0.11972424027893605,1.0
10.818014858365762,-0.0066477835107207235,1.0
9.126086310448233,0.012435359623697151,-1.0
11.2317625054031,-0.42354829552577045,1.0
8.823922629869749,0.057270088963997316,-1.0
9.222130746265826,0.14072819623211202,-1.0
9.33509909777329,-0.06215339814410564,-1.0
8.658641480318497,-0.13263021518696608,-1.0
8.640488567859226,0.043113347711451235,-1.0
10.712894992292004,-0.18684729568889205,1.0
10.56230607588781,0.1437966612149579,1.0
11.003280985486253,-0.2483269140095432,1.0
9.000356015095209,0.18319446861305722,-1.0
8.594831840061167,-0.0476955932690851,-1.0
11.055366189301967,-0.015062613413729047,1.0
11.064457923874778,-0.33316140464816835,1.0
10.76787043669344,0.11649096284679504,1.0
9.507854426768358,-0.2991586681158182,-1.0
8.480150188306432,-0.16746686324918417,-1.0
8.946695498696176,-0.19865685565772187,-1.0
8.581373739787,0.34480183796427943,-1.0
9.153906158079213,-0.22115460581705282,-1.0
11.073170693066622,0.27069628320896577,1.0
10.868048581156243,0.2926219859180155,1.0
11.006714781924511,0.1967375876887812,1.0
8.553078257291924,0.312171478150663,-1.0
11.434622857104378,-0.07605523940549641,1.0
8.849545225933372,-0.35418299487096033,-1.0
8.837025513649401,0.06200269585303844,-1.0
9.148691120655004,0.19029608840671683,-1.0
9.013720777975204,0.045825239655710684,-1.0
8.605400995471872,-0.01890558160372389,-1.0
9.066115324224096,-0.5482355717242441,-1.0
